Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,5146.0
Provincial,Ontario,Hip Replacement,50th Percentile,2018,Hours,1848.0
Provincial,Ontario,Hip Replacement,Volume,2018,Number of cases,8723.0
Provincial,Ontario,Knee Replacement,50th Percentile,2018,Hours,2040.0
Provincial,Ontario,Knee Replacement,Volume,2018,Number of cases,15183.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2018,Hours,456.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2018,Number of cases,1513.0
Provincial,Ontario,MRI Scan,50th Percentile,2018,Hours,840.0
Provincial,Ontario,MRI Scan,Volume,2018,Number of cases,360689.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2018,Hours,888.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2018,Number of cases,1424.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2018,Hours,184.8
Provincial,Ontario,Radiation Therapy,Volume,2018,Number of cases,16949.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2018,Hours,672.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2018,Number of cases,47.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2018,Hours,384.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2018,Number of cases,66.0
Provincial,Prince Edward Island,CABG,50th Percentile,2018,Hours,191.76
Provincial,Prince Edward Island,CABG,Volume,2018,Number of cases,0.0
Provincial,Prince Edward Island,Cataract surgery,50th Percentile,2018,Hours,2841.6000000000004
Provincial,Prince Edward Island,Cataract surgery,Volume,2018,Number of cases,603.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2018,Hours,372.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2018,Number of cases,80.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2018,Hours,432.0
Provincial,Prince Edward Island,CT Scan,Volume,2018,Number of cases,4608.0
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2018,Hours,21.1
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2018,Number of cases,37.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,25.1
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,57.0
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2018,Hours,4548.0
Provincial,Prince Edward Island,Hip Replacement,Volume,2018,Number of cases,109.0
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2018,Hours,5808.0
Provincial,Prince Edward Island,Knee Replacement,Volume,2018,Number of cases,176.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2018,Hours,528.0
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2018,Number of cases,0.0
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2018,Hours,964.8000000000001
Provincial,Prince Edward Island,MRI Scan,Volume,2018,Number of cases,2441.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2018,Hours,972.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2018,Number of cases,8.5
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2018,Hours,192.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2018,Number of cases,220.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2018,Hours,624.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2018,Number of cases,3173.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2018,Hours,456.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2018,Number of cases,4033.0
Provincial,Quebec,CABG,50th Percentile,2018,Hours,191.76
Provincial,Quebec,CABG,Volume,2018,Number of cases,3316.0
Provincial,Quebec,Cataract surgery,50th Percentile,2018,Hours,984.0
Provincial,Quebec,Cataract surgery,Volume,2018,Number of cases,46767.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2018,Hours,504.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2018,Number of cases,2008.0
Provincial,Quebec,CT Scan,50th Percentile,2018,Hours,504.0
Provincial,Quebec,CT Scan,Volume,2018,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2018,Hours,22.0
Provincial,Quebec,Hip Fracture Repair,Volume,2018,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,25.108333335
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,0.0
Provincial,Quebec,Hip Replacement,50th Percentile,2018,Hours,2328.0
Provincial,Quebec,Hip Replacement,Volume,2018,Number of cases,3756.0
Provincial,Quebec,Knee Replacement,50th Percentile,2018,Hours,2784.0
Provincial,Quebec,Knee Replacement,Volume,2018,Number of cases,5380.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2018,Hours,600.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2018,Number of cases,1363.0
Provincial,Quebec,MRI Scan,50th Percentile,2018,Hours,1152.0
Provincial,Quebec,MRI Scan,Volume,2018,Number of cases,0.0
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2018,Hours,984.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2018,Number of cases,779.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2018,Hours,235.20000000000002
Provincial,Quebec,Radiation Therapy,Volume,2018,Number of cases,12772.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2018,Hours,384.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2018,Number of cases,259.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2018,Hours,384.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2018,Number of cases,373.0
Provincial,Saskatchewan,CABG,50th Percentile,2018,Hours,72.0
Provincial,Saskatchewan,CABG,Volume,2018,Number of cases,191.0
Provincial,Saskatchewan,Cataract surgery,50th Percentile,2018,Hours,1944.0
Provincial,Saskatchewan,Cataract surgery,Volume,2018,Number of cases,3981.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2018,Hours,384.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2018,Number of cases,184.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2018,Hours,456.0
Provincial,Saskatchewan,CT Scan,Volume,2018,Number of cases,23812.0
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2018,Hours,32.86666666666667
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2018,Number of cases,507.0
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2018,Hours,25.108333335
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,0.0
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2018,Hours,2808.0
Provincial,Saskatchewan,Hip Replacement,Volume,2018,Number of cases,800.0
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2018,Hours,4032.0
Provincial,Saskatchewan,Knee Replacement,Volume,2018,Number of cases,1310.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2018,Hours,312.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2018,Number of cases,58.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2018,Hours,792.0
Provincial,Saskatchewan,MRI Scan,Volume,2018,Number of cases,12305.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2018,Hours,1008.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2018,Number of cases,74.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2018,Hours,168.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2018,Number of cases,1052.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2019,Hours,696.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2019,Number of cases,1149.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2019,Hours,408.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2019,Number of cases,1928.0
Provincial,Alberta,CABG,50th Percentile,2019,Hours,168.0
Provincial,Alberta,CABG,Volume,2019,Number of cases,549.0
Provincial,Alberta,Cataract surgery,50th Percentile,2019,Hours,3144.0
Provincial,Alberta,Cataract surgery,Volume,2019,Number of cases,13409.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2019,Hours,576.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2019,Number of cases,743.0
Provincial,Alberta,CT Scan,50th Percentile,2019,Hours,576.0
Provincial,Alberta,CT Scan,Volume,2019,Number of cases,83664.0
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2019,Hours,18.458333333333332
Provincial,Alberta,Hip Fracture Repair,Volume,2019,Number of cases,1506.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,24.583333333333332
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,1349.0
Provincial,Alberta,Hip Replacement,50th Percentile,2019,Hours,3384.0
Provincial,Alberta,Hip Replacement,Volume,2019,Number of cases,2320.0
Provincial,Alberta,Knee Replacement,50th Percentile,2019,Hours,3552.0
Provincial,Alberta,Knee Replacement,Volume,2019,Number of cases,3176.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2019,Hours,504.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2019,Number of cases,385.0
Provincial,Alberta,MRI Scan,50th Percentile,2019,Hours,1728.0
Provincial,Alberta,MRI Scan,Volume,2019,Number of cases,65309.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2019,Hours,1080.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2019,Number of cases,583.0
Provincial,Alberta,Radiation Therapy,50th Percentile,2019,Hours,216.0
Provincial,Alberta,Radiation Therapy,Volume,2019,Number of cases,4534.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2019,Hours,552.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2019,Number of cases,1934.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2019,Hours,456.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2019,Number of cases,2060.0
Provincial,British Columbia,CABG,50th Percentile,2019,Hours,151.2
Provincial,British Columbia,CABG,Volume,2019,Number of cases,1072.0
Provincial,British Columbia,Cataract surgery,50th Percentile,2019,Hours,1584.0
Provincial,British Columbia,Cataract surgery,Volume,2019,Number of cases,32766.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2019,Hours,504.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2019,Number of cases,977.0
Provincial,British Columbia,CT Scan,50th Percentile,2019,Hours,480.0
Provincial,British Columbia,CT Scan,Volume,2019,Number of cases,148133.0
Provincial,British Columbia,Hip Fracture Repair,50th Percentile,2019,Hours,29.05
Provincial,British Columbia,Hip Fracture Repair,Volume,2019,Number of cases,2226.0
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,25.108333335
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,0.0
Provincial,British Columbia,Hip Replacement,50th Percentile,2019,Hours,2304.0
Provincial,British Columbia,Hip Replacement,Volume,2019,Number of cases,3587.0
Provincial,British Columbia,Knee Replacement,50th Percentile,2019,Hours,2952.0
Provincial,British Columbia,Knee Replacement,Volume,2019,Number of cases,5341.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2019,Hours,528.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2019,Number of cases,515.0
Provincial,British Columbia,MRI Scan,50th Percentile,2019,Hours,1032.0
Provincial,British Columbia,MRI Scan,Volume,2019,Number of cases,83988.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2019,Hours,1008.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2019,Number of cases,517.0
Provincial,British Columbia,Radiation Therapy,50th Percentile,2019,Hours,240.0
Provincial,British Columbia,Radiation Therapy,Volume,2019,Number of cases,6510.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2019,Hours,600.0
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2019,Number of cases,0.0
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2019,Hours,672.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2019,Number of cases,207.0
Provincial,Manitoba,CABG,50th Percentile,2019,Hours,192.0
Provincial,Manitoba,CABG,Volume,2019,Number of cases,205.0
Provincial,Manitoba,Cataract surgery,50th Percentile,2019,Hours,3888.0
Provincial,Manitoba,Cataract surgery,Volume,2019,Number of cases,3769.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2019,Hours,480.0
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2019,Number of cases,0.0
Provincial,Manitoba,CT Scan,50th Percentile,2019,Hours,552.0
Provincial,Manitoba,CT Scan,Volume,2019,Number of cases,54206.0
Provincial,Manitoba,Hip Fracture Repair,50th Percentile,2019,Hours,18.966666666666665
Provincial,Manitoba,Hip Fracture Repair,Volume,2019,Number of cases,607.0
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,25.108333335
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,0.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2019,Hours,3912.0
Provincial,Manitoba,Hip Replacement,Volume,2019,Number of cases,842.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2019,Hours,4872.0
Provincial,Manitoba,Knee Replacement,Volume,2019,Number of cases,1372.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2019,Hours,816.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2019,Number of cases,163.0
Provincial,Manitoba,MRI Scan,50th Percentile,2019,Hours,1320.0
Provincial,Manitoba,MRI Scan,Volume,2019,Number of cases,37810.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2019,Hours,972.0
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2019,Number of cases,0.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2019,Hours,216.0
Provincial,Manitoba,Radiation Therapy,Volume,2019,Number of cases,1804.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2019,Hours,600.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2019,Number of cases,251.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2019,Hours,480.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2019,Number of cases,333.0
Provincial,New Brunswick,CABG,50th Percentile,2019,Hours,192.0
Provincial,New Brunswick,CABG,Volume,2019,Number of cases,215.0
Provincial,New Brunswick,Cataract surgery,50th Percentile,2019,Hours,1680.0
Provincial,New Brunswick,Cataract surgery,Volume,2019,Number of cases,5908.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2019,Hours,528.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2019,Number of cases,212.0
Provincial,New Brunswick,CT Scan,50th Percentile,2019,Hours,504.0
Provincial,New Brunswick,CT Scan,Volume,2019,Number of cases,0.0
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2019,Hours,18.483333333333334
Provincial,New Brunswick,Hip Fracture Repair,Volume,2019,Number of cases,436.0
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,25.108333335
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,0.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2019,Hours,4680.0
Provincial,New Brunswick,Hip Replacement,Volume,2019,Number of cases,532.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2019,Hours,4728.0
Provincial,New Brunswick,Knee Replacement,Volume,2019,Number of cases,938.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2019,Hours,792.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2019,Number of cases,71.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2019,Hours,1152.0
Provincial,New Brunswick,MRI Scan,Volume,2019,Number of cases,0.0
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2019,Hours,744.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2019,Number of cases,84.0
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2019,Hours,288.0
Provincial,New Brunswick,Radiation Therapy,Volume,2019,Number of cases,1048.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2019,Hours,504.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2019,Number of cases,108.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2019,Hours,384.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2019,Number of cases,220.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2019,Hours,216.0
Provincial,Newfoundland and Labrador,CABG,Volume,2019,Number of cases,182.0
Provincial,Newfoundland and Labrador,Cataract surgery,50th Percentile,2019,Hours,2280.0
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2019,Number of cases,1263.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2019,Hours,360.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2019,Number of cases,177.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2019,Hours,504.0
Provincial,Newfoundland and Labrador,CT Scan,Volume,2019,Number of cases,37795.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2019,Hours,21.4
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2019,Number of cases,247.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,21.8
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,195.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2019,Hours,2712.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2019,Number of cases,303.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2019,Hours,3192.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2019,Number of cases,546.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2019,Hours,480.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2019,Number of cases,45.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2019,Hours,1152.0
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2019,Number of cases,8888.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2019,Hours,1032.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2019,Number of cases,67.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2019,Hours,384.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2019,Number of cases,515.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2019,Hours,816.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2019,Number of cases,347.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2019,Hours,528.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2019,Number of cases,513.0
Provincial,Nova Scotia,CABG,50th Percentile,2019,Hours,168.0
Provincial,Nova Scotia,CABG,Volume,2019,Number of cases,131.0
Provincial,Nova Scotia,Cataract surgery,50th Percentile,2019,Hours,2208.0
Provincial,Nova Scotia,Cataract surgery,Volume,2019,Number of cases,3702.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2019,Hours,624.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2019,Number of cases,264.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2019,Hours,624.0
Provincial,Nova Scotia,CT Scan,Volume,2019,Number of cases,37935.0
Provincial,Nova Scotia,Hip Fracture Repair,50th Percentile,2019,Hours,20.333333333333332
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2019,Number of cases,361.0
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,25.108333335
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,0.0
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2019,Hours,3792.0
Provincial,Nova Scotia,Hip Replacement,Volume,2019,Number of cases,798.0
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2019,Hours,4680.0
Provincial,Nova Scotia,Knee Replacement,Volume,2019,Number of cases,1331.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2019,Hours,1032.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2019,Number of cases,179.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2019,Hours,1200.0
Provincial,Nova Scotia,MRI Scan,Volume,2019,Number of cases,13242.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2019,Hours,1320.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2019,Number of cases,91.0
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2019,Hours,240.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2019,Number of cases,1511.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2019,Hours,552.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2019,Number of cases,5841.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2019,Hours,384.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2019,Number of cases,6407.0
Provincial,Ontario,CABG,50th Percentile,2019,Hours,192.0
Provincial,Ontario,CABG,Volume,2019,Number of cases,3102.0
Provincial,Ontario,Cataract surgery,50th Percentile,2019,Hours,1512.0
Provincial,Ontario,Cataract surgery,Volume,2019,Number of cases,69587.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2019,Hours,456.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2019,Number of cases,2329.0
Provincial,Ontario,CT Scan,50th Percentile,2019,Hours,144.0
Provincial,Ontario,CT Scan,Volume,2019,Number of cases,508517.0
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2019,Hours,24.0
Provincial,Ontario,Hip Fracture Repair,Volume,2019,Number of cases,5601.0
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,29.766666666666666
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,5101.0
Provincial,Ontario,Hip Replacement,50th Percentile,2019,Hours,1848.0
Provincial,Ontario,Hip Replacement,Volume,2019,Number of cases,8823.0
Provincial,Ontario,Knee Replacement,50th Percentile,2019,Hours,2040.0
Provincial,Ontario,Knee Replacement,Volume,2019,Number of cases,15647.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2019,Hours,456.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2019,Number of cases,1546.0
Provincial,Ontario,MRI Scan,50th Percentile,2019,Hours,840.0
Provincial,Ontario,MRI Scan,Volume,2019,Number of cases,356584.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2019,Hours,960.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2019,Number of cases,1326.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2019,Hours,218.39999999999998
Provincial,Ontario,Radiation Therapy,Volume,2019,Number of cases,17454.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2019,Hours,816.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2019,Number of cases,37.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2019,Hours,360.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2019,Number of cases,58.0
Provincial,Prince Edward Island,CABG,50th Percentile,2019,Hours,191.76
Provincial,Prince Edward Island,CABG,Volume,2019,Number of cases,0.0
Provincial,Prince Edward Island,Cataract surgery,50th Percentile,2019,Hours,3998.3999999999996
Provincial,Prince Edward Island,Cataract surgery,Volume,2019,Number of cases,753.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2019,Hours,480.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2019,Number of cases,35.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2019,Hours,648.0
Provincial,Prince Edward Island,CT Scan,Volume,2019,Number of cases,4452.0
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2019,Hours,16.116666666666667
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2019,Number of cases,66.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,15.6
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,71.0
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2019,Hours,3300.0
Provincial,Prince Edward Island,Hip Replacement,Volume,2019,Number of cases,106.0
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2019,Hours,5901.6
Provincial,Prince Edward Island,Knee Replacement,Volume,2019,Number of cases,176.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2019,Hours,528.0
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2019,Number of cases,0.0
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2019,Hours,1087.1999999999998
Provincial,Prince Edward Island,MRI Scan,Volume,2019,Number of cases,2253.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2019,Hours,972.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2019,Number of cases,8.5
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2019,Hours,240.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2019,Number of cases,265.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2019,Hours,624.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2019,Number of cases,3148.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2019,Hours,480.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2019,Number of cases,4102.0
Provincial,Quebec,CABG,50th Percentile,2019,Hours,191.76
Provincial,Quebec,CABG,Volume,2019,Number of cases,3304.0
Provincial,Quebec,Cataract surgery,50th Percentile,2019,Hours,1008.0
Provincial,Quebec,Cataract surgery,Volume,2019,Number of cases,47769.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2019,Hours,504.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2019,Number of cases,1886.0
Provincial,Quebec,CT Scan,50th Percentile,2019,Hours,504.0
Provincial,Quebec,CT Scan,Volume,2019,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2019,Hours,22.0
Provincial,Quebec,Hip Fracture Repair,Volume,2019,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,25.108333335
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,0.0
Provincial,Quebec,Hip Replacement,50th Percentile,2019,Hours,2520.0
Provincial,Quebec,Hip Replacement,Volume,2019,Number of cases,3756.0
Provincial,Quebec,Knee Replacement,50th Percentile,2019,Hours,2832.0
Provincial,Quebec,Knee Replacement,Volume,2019,Number of cases,5297.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2019,Hours,648.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2019,Number of cases,1378.0
